file_html,test_me_inf,instance,add,unique,overload,complex
https://github.com/amperser/proselint/tree/master/proselint/tools.py,"('https://github.com/amperser/proselint/tree/master/tests/test_topic_detector.py', 'tests.test_topic_detector', '', 'test_50_Cent_detector_on_topic')",1,,,,1
https://github.com/amperser/proselint/tree/master/proselint/tools.py,"('https://github.com/amperser/proselint/tree/master/tests/test_topic_detector.py', 'tests.test_topic_detector', '', 'test_50_Cent_detector_on_topic')",0,,,,1
https://github.com/aws/aws-cli/tree/master/awscli/compat.py,"('https://github.com/aws/aws-cli/tree/master/tests/unit/test_compat.py', 'tests.unit.test_compat', 'TestIgnoreUserSignals', 'test_ignore_signal_sigquit')",0,,,,1
https://github.com/beancount/beancount/tree/master/beancount/query/numberify.py,"('https://github.com/beancount/beancount/tree/master/beancount/query/numberify_test.py', 'beancount.query.numberify_test', 'TestNumerifySimple', 'test_inventory')",0,,,,1
https://github.com/beancount/beancount/tree/master/beancount/query/numberify.py,"('https://github.com/beancount/beancount/tree/master/beancount/query/numberify_test.py', 'beancount.query.numberify_test', 'TestNumerifySimple', 'test_inventory')",4,,,,1
https://github.com/beancount/beancount/tree/master/beancount/query/numberify.py,"('https://github.com/beancount/beancount/tree/master/beancount/query/numberify_test.py', 'beancount.query.numberify_test', 'TestNumerifySimple', 'test_inventory')",5,,,,1
https://github.com/beancount/beancount/tree/master/beancount/query/numberify.py,"('https://github.com/beancount/beancount/tree/master/beancount/query/numberify_test.py', 'beancount.query.numberify_test', 'TestNumerifySimple', 'test_position')",5,,,,1
https://github.com/beancount/beancount/tree/master/beancount/query/numberify.py,"('https://github.com/beancount/beancount/tree/master/beancount/query/numberify_test.py', 'beancount.query.numberify_test', 'TestNumerifyPrecision', 'test_precision')",2,,,,1
https://github.com/beancount/beancount/tree/master/beancount/query/numberify.py,"('https://github.com/beancount/beancount/tree/master/beancount/query/numberify_test.py', 'beancount.query.numberify_test', 'TestNumerifySimple', 'test_inventory')",2,,,,1
https://github.com/beancount/beancount/tree/master/beancount/query/numberify.py,"('https://github.com/beancount/beancount/tree/master/beancount/query/numberify_test.py', 'beancount.query.numberify_test', 'TestNumerifySimple', 'test_amount')",3,,,,1
https://github.com/beancount/beancount/tree/master/beancount/query/numberify.py,"('https://github.com/beancount/beancount/tree/master/beancount/query/numberify_test.py', 'beancount.query.numberify_test', 'TestNumerifyPrecision', 'test_precision')",5,,,,1
https://github.com/beancount/beancount/tree/master/beancount/query/numberify.py,"('https://github.com/beancount/beancount/tree/master/beancount/query/numberify_test.py', 'beancount.query.numberify_test', 'TestNumerifyPrecision', 'test_precision')",4,,,,1
https://github.com/beancount/beancount/tree/master/beancount/query/numberify.py,"('https://github.com/beancount/beancount/tree/master/beancount/query/numberify_test.py', 'beancount.query.numberify_test', 'TestNumerifyInventory', 'test_inventory')",2,,,,1
https://github.com/beancount/beancount/tree/master/beancount/query/numberify.py,"('https://github.com/beancount/beancount/tree/master/beancount/query/numberify_test.py', 'beancount.query.numberify_test', 'TestNumerifyPrecision', 'test_precision')",3,,,,1
https://github.com/beancount/beancount/tree/master/beancount/query/numberify.py,"('https://github.com/beancount/beancount/tree/master/beancount/query/numberify_test.py', 'beancount.query.numberify_test', 'TestNumerifySimple', 'test_amount')",7,,,,1
https://github.com/beancount/beancount/tree/master/beancount/query/numberify.py,"('https://github.com/beancount/beancount/tree/master/beancount/query/numberify_test.py', 'beancount.query.numberify_test', 'TestNumerifySimple', 'test_position')",6,,,,1
https://github.com/brutasse/graphite-api/tree/master/graphite_api/render/glyph.py,"('https://github.com/brutasse/graphite-api/tree/master/tests/test_render_glyph.py', 'tests.test_render_glyph', 'glyphStandaloneFunctionTest', 'test_dataLimits_drawNull_stacked')",0,,,,1
https://github.com/cantools/cantools/tree/master/cantools/subparsers/dump/formatting.py,"('https://github.com/cantools/cantools/tree/master/tests/test_dump.py', 'tests.test_dump', 'CanToolsDumpTest', 'test_message_layout')",3,,,,1
https://github.com/cantools/cantools/tree/master/cantools/subparsers/dump/formatting.py,"('https://github.com/cantools/cantools/tree/master/tests/test_dump.py', 'tests.test_dump', 'CanToolsDumpTest', 'test_message_layout_without_signal_names')",1,,,,1
https://github.com/cantools/cantools/tree/master/cantools/subparsers/dump/formatting.py,"('https://github.com/cantools/cantools/tree/master/tests/test_dump.py', 'tests.test_dump', 'CanToolsDumpTest', 'test_message_layout_without_signal_names')",2,,,,1
https://github.com/cantools/cantools/tree/master/cantools/subparsers/dump/formatting.py,"('https://github.com/cantools/cantools/tree/master/tests/test_dump.py', 'tests.test_dump', 'CanToolsDumpTest', 'test_message_layout_without_signal_names')",5,,,,1
https://github.com/capitalone/DataProfiler/tree/master/dataprofiler/labelers/data_processing.py,"('https://github.com/capitalone/DataProfiler/tree/master/dataprofiler/tests/labelers/test_data_processing.py', 'dataprofiler.tests.labelers.test_data_processing', 'TestStructRegexPostProcessor', 'test_set_parameters')",2,,,,1
https://github.com/chainer/chainerrl/tree/master/chainerrl/misc/async_.py,"('https://github.com/chainer/chainerrl/tree/master/tests/misc_tests/test_async.py', 'tests.misc_tests.test_async', 'TestAsync', 'test_run_async')",0,,,,1
https://github.com/cloud-custodian/cloud-custodian/tree/master/c7n/filters/iamaccess.py,"('https://github.com/cloud-custodian/cloud-custodian/tree/master/tests/test_iam.py', 'tests.test_iam', 'CrossAccountChecker', 'test_s3_policies')",11,,,,1
https://github.com/cloud-custodian/cloud-custodian/tree/master/c7n/filters/iamaccess.py,"('https://github.com/cloud-custodian/cloud-custodian/tree/master/tests/test_iam.py', 'tests.test_iam', 'CrossAccountChecker', 'test_sqs_policies')",7,,,,1
https://github.com/cloud-custodian/cloud-custodian/tree/master/c7n/filters/iamaccess.py,"('https://github.com/cloud-custodian/cloud-custodian/tree/master/tests/test_iam.py', 'tests.test_iam', 'CrossAccountChecker', 'test_s3_policies')",1,,,,1
https://github.com/cloud-custodian/cloud-custodian/tree/master/c7n/filters/iamaccess.py,"('https://github.com/cloud-custodian/cloud-custodian/tree/master/tests/test_iam.py', 'tests.test_iam', 'CrossAccountChecker', 'test_sqs_policies')",1,,,,1
https://github.com/cloud-custodian/cloud-custodian/tree/master/c7n/filters/iamaccess.py,"('https://github.com/cloud-custodian/cloud-custodian/tree/master/tests/test_iam.py', 'tests.test_iam', 'CrossAccountChecker', 'test_s3_policies_vpc')",9,,,,1
https://github.com/cloud-custodian/cloud-custodian/tree/master/c7n/filters/iamaccess.py,"('https://github.com/cloud-custodian/cloud-custodian/tree/master/tests/test_iam.py', 'tests.test_iam', 'CrossAccountChecker', 'test_s3_policies_vpc')",1,,,,1
https://github.com/cloud-custodian/cloud-custodian/tree/master/c7n/filters/iamaccess.py,"('https://github.com/cloud-custodian/cloud-custodian/tree/master/tests/test_iam.py', 'tests.test_iam', 'CrossAccountChecker', 'test_s3_policies')",2,,,,1
https://github.com/cloud-custodian/cloud-custodian/tree/master/c7n/filters/iamaccess.py,"('https://github.com/cloud-custodian/cloud-custodian/tree/master/tests/test_iam.py', 'tests.test_iam', 'CrossAccountChecker', 'test_s3_policies')",3,,,,1
https://github.com/cloud-custodian/cloud-custodian/tree/master/c7n/filters/iamaccess.py,"('https://github.com/cloud-custodian/cloud-custodian/tree/master/tests/test_iam.py', 'tests.test_iam', 'CrossAccountChecker', 'test_s3_policies')",6,,,,1
https://github.com/cloud-custodian/cloud-custodian/tree/master/c7n/filters/iamaccess.py,"('https://github.com/cloud-custodian/cloud-custodian/tree/master/tests/test_iam.py', 'tests.test_iam', 'CrossAccountChecker', 'test_s3_policies')",10,,,,1
https://github.com/cloudtools/troposphere/tree/master/troposphere/validators.py,"('https://github.com/cloudtools/troposphere/tree/master/tests/test_validators.py', 'tests.test_validators', 'TestValidators', 'test_mutually_exclusive')",0,,,,1
https://github.com/cloudtools/troposphere/tree/master/troposphere/validators.py,"('https://github.com/cloudtools/troposphere/tree/master/tests/test_validators.py', 'tests.test_validators', 'TestValidators', 'test_mutually_exclusive')",3,,,,1
https://github.com/cloudtools/troposphere/tree/master/troposphere/validators.py,"('https://github.com/cloudtools/troposphere/tree/master/tests/test_validators.py', 'tests.test_validators', 'TestValidators', 'test_mutually_exclusive')",1,,,,1
https://github.com/dulwich/dulwich/tree/master/dulwich/objectspec.py,"('https://github.com/dulwich/dulwich/tree/master/dulwich/tests/test_objectspec.py', 'dulwich.tests.test_objectspec', 'ParseReftuplesTests', 'test_full')",1,,,,1
https://github.com/dulwich/dulwich/tree/master/dulwich/pack.py,"('https://github.com/dulwich/dulwich/tree/master/dulwich/tests/test_pack.py', 'dulwich.tests.test_pack', 'DeltifyTests', 'test_simple_delta')",0,,,,1
https://github.com/dulwich/dulwich/tree/master/dulwich/pack.py,"('https://github.com/dulwich/dulwich/tree/master/dulwich/tests/test_pack.py', 'dulwich.tests.test_pack', 'DeltifyTests', 'test_single')",0,,,,1
https://github.com/eliben/pyelftools/tree/master/elftools/elf/elffile.py,"('https://github.com/eliben/pyelftools/tree/master/test/test_ehabi_elf.py', 'test.test_ehabi_elf', 'TestEHABIELF', 'test_parse_executable')",0,,,,1
https://github.com/eliben/pyelftools/tree/master/elftools/elf/elffile.py,"('https://github.com/eliben/pyelftools/tree/master/test/test_ehabi_elf.py', 'test.test_ehabi_elf', 'TestEHABIELF', 'test_parse_shared_library')",0,,,,1
https://github.com/gnebbia/kb/tree/master/kb/db.py,"('https://github.com/gnebbia/kb/tree/master/tests/test_db.py', 'tests.test_db', '', 'test_get_artifacts_by_filter')",2,,,,1
https://github.com/gnebbia/kb/tree/master/kb/db.py,"('https://github.com/gnebbia/kb/tree/master/tests/test_db.py', 'tests.test_db', '', 'test_get_artifacts_by_filter')",1,,,,1
https://github.com/gnebbia/kb/tree/master/kb/db.py,"('https://github.com/gnebbia/kb/tree/master/tests/test_db.py', 'tests.test_db', '', 'test_get_artifacts_by_filter')",0,1,,,
https://github.com/google/capirca/tree/master/tools/cgrep.py,"('https://github.com/google/capirca/tree/master/tests/lib/cgrep_test.py', 'tests.lib.cgrep_test', 'CgrepTest', 'test_group_diff')",0,,,,1
https://github.com/google/capirca/tree/master/tools/cgrep.py,"('https://github.com/google/capirca/tree/master/tests/lib/cgrep_test.py', 'tests.lib.cgrep_test', 'CgrepTest', 'test_group_diff_identical')",0,,,,1
https://github.com/google/TensorNetwork/tree/master/tensornetwork/network_components.py,"('https://github.com/google/TensorNetwork/tree/master/examples/fft/fft_test.py', 'examples.fft.fft_test', '', 'test_fft')",0,,,,1
https://github.com/gugarosa/opytimizer/tree/master/opytimizer/optimizers/swarm/kh.py,"('https://github.com/gugarosa/opytimizer/tree/master/tests/opytimizer/optimizers/swarm/test_kh.py', 'tests.opytimizer.optimizers.swarm.test_kh', '', 'test_kh_get_neighbours')",0,1,,,
https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/hyperparameter_hunter/space/space_core.py,"('https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/tests/test_space/test_skopt_space.py', 'tests.test_space.test_skopt_space', '', 'test_space_consistency')",111,,,,1
https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/hyperparameter_hunter/space/space_core.py,"('https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/tests/test_space/test_skopt_space.py', 'tests.test_space.test_skopt_space', '', 'test_space_consistency')",102,,,,1
https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/hyperparameter_hunter/space/space_core.py,"('https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/tests/test_space/test_skopt_space.py', 'tests.test_space.test_skopt_space', '', 'test_space_consistency')",124,,,,1
https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/hyperparameter_hunter/space/space_core.py,"('https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/tests/test_space/test_skopt_space.py', 'tests.test_space.test_skopt_space', '', 'test_space_consistency')",97,,,,1
https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/hyperparameter_hunter/space/space_core.py,"('https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/tests/test_space/test_skopt_space.py', 'tests.test_space.test_skopt_space', '', 'test_space_consistency')",80,,,,1
https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/hyperparameter_hunter/space/space_core.py,"('https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/tests/test_space/test_skopt_space.py', 'tests.test_space.test_skopt_space', '', 'test_space_consistency')",125,,,,1
https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/hyperparameter_hunter/space/space_core.py,"('https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/tests/test_space/test_skopt_space.py', 'tests.test_space.test_skopt_space', '', 'test_space_consistency')",12,,,,1
https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/hyperparameter_hunter/space/space_core.py,"('https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/tests/test_space/test_skopt_space.py', 'tests.test_space.test_skopt_space', '', 'test_space_consistency')",47,,,,1
https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/hyperparameter_hunter/space/space_core.py,"('https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/tests/test_space/test_skopt_space.py', 'tests.test_space.test_skopt_space', '', 'test_space_consistency')",135,1,,,
https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/hyperparameter_hunter/space/space_core.py,"('https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/tests/test_space/test_skopt_space.py', 'tests.test_space.test_skopt_space', '', 'test_space_consistency')",81,,,,1
https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/hyperparameter_hunter/space/space_core.py,"('https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/tests/test_space/test_skopt_space.py', 'tests.test_space.test_skopt_space', '', 'test_space_consistency')",2,,,,1
https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/hyperparameter_hunter/space/space_core.py,"('https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/tests/test_space/test_skopt_space.py', 'tests.test_space.test_skopt_space', '', 'test_space_consistency')",92,,,,1
https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/hyperparameter_hunter/space/space_core.py,"('https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/tests/test_space/test_skopt_space.py', 'tests.test_space.test_skopt_space', '', 'test_space_consistency')",110,,,,1
https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/hyperparameter_hunter/space/space_core.py,"('https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/tests/test_space/test_skopt_space.py', 'tests.test_space.test_skopt_space', '', 'test_space_consistency')",46,,,,1
https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/hyperparameter_hunter/space/space_core.py,"('https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/tests/test_space/test_skopt_space.py', 'tests.test_space.test_skopt_space', '', 'test_space_consistency')",133,,,,1
https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/hyperparameter_hunter/space/space_core.py,"('https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/tests/test_space/test_skopt_space.py', 'tests.test_space.test_skopt_space', '', 'test_space_consistency')",78,,,,1
https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/hyperparameter_hunter/space/space_core.py,"('https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/tests/test_space/test_skopt_space.py', 'tests.test_space.test_skopt_space', '', 'test_space_consistency')",35,,,,1
https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/hyperparameter_hunter/space/space_core.py,"('https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/tests/test_space/test_skopt_space.py', 'tests.test_space.test_skopt_space', '', 'test_space_consistency')",148,,,,1
https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/hyperparameter_hunter/space/space_core.py,"('https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/tests/test_space/test_skopt_space.py', 'tests.test_space.test_skopt_space', '', 'test_space_consistency')",56,,,,1
https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/hyperparameter_hunter/space/space_core.py,"('https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/tests/test_space/test_skopt_space.py', 'tests.test_space.test_skopt_space', '', 'test_space_consistency')",0,,,,1
https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/hyperparameter_hunter/space/space_core.py,"('https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/tests/test_space/test_skopt_space.py', 'tests.test_space.test_skopt_space', '', 'test_space_consistency')",7,,,,1
https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/hyperparameter_hunter/space/space_core.py,"('https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/tests/test_space/test_skopt_space.py', 'tests.test_space.test_skopt_space', '', 'test_space_consistency')",94,,,,1
https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/hyperparameter_hunter/space/space_core.py,"('https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/tests/test_space/test_skopt_space.py', 'tests.test_space.test_skopt_space', '', 'test_space_consistency')",86,,,,1
https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/hyperparameter_hunter/space/space_core.py,"('https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/tests/test_space/test_skopt_space.py', 'tests.test_space.test_skopt_space', '', 'test_space_consistency')",91,,,,1
https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/hyperparameter_hunter/space/space_core.py,"('https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/tests/test_space/test_skopt_space.py', 'tests.test_space.test_skopt_space', '', 'test_space_consistency')",32,,,,1
https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/hyperparameter_hunter/space/space_core.py,"('https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/tests/test_space/test_skopt_space.py', 'tests.test_space.test_skopt_space', '', 'test_space_consistency')",130,,,,1
https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/hyperparameter_hunter/space/space_core.py,"('https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/tests/test_space/test_skopt_space.py', 'tests.test_space.test_skopt_space', '', 'test_space_consistency')",139,,,,1
https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/hyperparameter_hunter/space/space_core.py,"('https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/tests/test_space/test_skopt_space.py', 'tests.test_space.test_skopt_space', '', 'test_space_consistency')",45,,,,1
https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/hyperparameter_hunter/space/space_core.py,"('https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/tests/test_space/test_skopt_space.py', 'tests.test_space.test_skopt_space', '', 'test_space_consistency')",22,,,,1
https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/hyperparameter_hunter/space/space_core.py,"('https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/tests/test_space/test_skopt_space.py', 'tests.test_space.test_skopt_space', '', 'test_space_consistency')",147,,,,1
https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/hyperparameter_hunter/space/space_core.py,"('https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/tests/test_space/test_skopt_space.py', 'tests.test_space.test_skopt_space', '', 'test_space_consistency')",60,,,,1
https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/hyperparameter_hunter/space/space_core.py,"('https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/tests/test_space/test_skopt_space.py', 'tests.test_space.test_skopt_space', '', 'test_space_consistency')",24,,,,1
https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/hyperparameter_hunter/space/space_core.py,"('https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/tests/test_space/test_skopt_space.py', 'tests.test_space.test_skopt_space', '', 'test_space_consistency')",69,,,,1
https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/hyperparameter_hunter/space/space_core.py,"('https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/tests/test_space/test_skopt_space.py', 'tests.test_space.test_skopt_space', '', 'test_space_consistency')",65,,,,1
https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/hyperparameter_hunter/space/space_core.py,"('https://github.com/HunterMcGushion/hyperparameter_hunter/tree/master/tests/test_space/test_skopt_space.py', 'tests.test_space.test_skopt_space', '', 'test_space_consistency')",89,,,,1
